Brand;Name;Country;Stars
Sakurai Foods;Miso Stew Instant Udon (Winter);Japan;4,25
Nongshim;Shin Ramyun Black Spicy Beef;South Korea;4,5
Pot Noodle;Tony's Doner Kebab;UK;1,5
Maruchan;Yakisoba Beef Taco Flavor;USA;4,25
Paldo;ДОШИРАК (Dosirac) Beef Flavor;South Korea;3,5
Mr, Noodles;Bowl Spicy Chicken Simulated Flavour;Canada;2
Nissin;Chow Mein Spicy Teriyaki Beef;USA;4,5
Wai Wai;Artificial Pork Flavour;Thailand;3
Four Seas;Chicken Flavour;China;2,75
Amino;Barszcz czerwony (Borscht);Poland;4
Nissin;Demae Ramen Sesame Oil Flavour Noodles With Soup Base;Hong Kong;4,5
Ottogi;Sesame Flavor Noodle Bowl;South Korea;3,5
Western Family;Instant Noodles In A Cup Oriental;Canada;2
Golden Wheat;Korean Style Spicy Beef Noodle Soup;China;3,75
Maruchan;Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables;USA;4
Unox;Good Noodles Oosterse Kip (Oriental Chicken);Holland;3,5
Vina Acecook;Oh! Ricey Hủ Tiếu Sườn Heo (Pork Spareribs Flavour);Vietnam;3,5
Nissin;King Spa Oh Peperoncino Spaghetti (日清生タイプSpa王 ペペロンチーノ);Japan;4,25
Tradition;Oriental Style Ramen Noodle Soup;USA;2,75
Nissin;Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup;USA;3,5
Samyang Foods;Sutah (SK Version);South Korea;3,75
Samyang Foods;Ganjjampong;South Korea;4,25
Samyang Foods;Kimchi Ramyun (SK Version);South Korea;4
Samyang Foods;Nagasaki Jjampong;South Korea;4,75
Samyang Foods;Beef Flavor Ramyun (SK Version);South Korea;4,25
HoMyeonDang;Premuim Noodle House Crab Jjampong;South Korea;5
Samyang Foods;Samyang Ramyun;South Korea;4,5
HoMyeonDang;Premium Noodle House Tofu Fried Noodle;South Korea;3,5
Samyang Foods;Hot Chacharoni;South Korea;3,75
Samyang Foods;Bajirak Kalgugsu;South Korea;3,75
Samyang Foods;Yukgaejang Beef Ramyun;South Korea;4
Samyang Foods;Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun);South Korea;4
Samyang Foods;Nagasaki Crab Jjampong;South Korea;5
Samyang Foods;60 Ingredients Assorted Vegetable SK Version;South Korea;3,75
HoMyeonDang;Premium Noodle House Don Ramyun;South Korea;4
Mama;Authentic Thai Cuisine Pad Thai;Thailand;4
Nissin;King Cup Noodle BBQ Chicken & Onion;Japan;3,75
Western Family;Instant Noodles In A Cup Spicy Chicken;Canada;2,25
Wei Lih;Spicy Sichuan Flavor Instant Noodle;Taiwan;3,5
Golden Wheat;Korean Style Spicy Shrimp Noodle Soup;China;3,5
Emart;Dare You Habanero Jjamppong;South Korea;4
Itomen;Chanponmen;Japan;4,25
Maruchan;Bowl Hot & Spicy Shrimp Flavor Ramen Noodles With Vegetables;USA;4,25
Western Family;Instant Noodles Vegetable Flavour;Canada;1
Ko-Lee;Instant Noodles Super Chow Mein;UK;4
Nongshim;Potato Pork Ramyun;China;5
Chewy;Rice Vermicelli Satay Chicken;China;3
Nongshim;Shin Ramyun Noodle Spicy Mushroom;China;3,25
Nissin;Chow Mein Chicken;USA;3,5
Myojo;Stir Fry Noodles Japanese Style Noodles With Sauce;USA;4
New Touch;Yakisoba Noodle;Japan;4
Ottogi;Cheese Bokki;South Korea;3,5
Mr, Noodles;Bowl Beef Simulated Flavor;Canada;2
Knorr;Japanese Pork Bone Flavour Quick Serve Macaroni;Hong Kong;3
Maruchan;Seimen Japanese Instant Ramen Noodles Soy Sauce Taste;Japan;3,75
A-Sha Dry Noodle;Dry Noodle Hakka Noodle - Chili Sauce;Taiwan;4,25
A-Sha Dry Noodle;Dry Noodle Tainan Noodle - Sesame Sauce;Taiwan;4
A-Sha Dry Noodle;No, 10 Mandarin Noodle - Black Pepper Sauce;Taiwan;3,75
A-Sha Dry Noodle;Dry Noodle QQ Thin Noodle - BBQ Sauce;Taiwan;5
A-Sha Dry Noodle;Dry Noodle Mandarin Noodle - Onion Oil Sauce;Taiwan;5
A-Sha Dry Noodle;Dry Noodle Hakka Noodle - Spicy Sesame Oil Sauce;Taiwan;3,5
A-Sha Dry Noodle;Dry Noodle Mandarin Noodle - Original Sauce;Taiwan;4
Mamee;Oriental Noodles Curry Flavour;Malaysia;3,25
Star Anise Foods;Happy Pho Vietnamese Brown Rice Noodle Soup Garlic Goodness;USA;3,75
Tasty Bite;1 Step-1 Minute Asian Noodles Toasted Sesame;USA;4
Tasty Bite;1 Step-1 Minute Asian Noodles Lemongrass Ginger;USA;3,75
Tasty Bite;1 Step-1 Minute Asian Noodles Thai Basil;USA;3,75
Tasty Bite;1 Step-1 Minute Asian Noodles Mushroom Lo Mein;USA;4
Tasty Bite;1 Step-1 Minute Asian Noodles Kung Pao;USA;4,25
Tasty Bite;1 Step-1 Minute Asian Noodles Pad Thai;USA;3,5
Nissin;Cup Noodle Red Shock;Japan;3,75
Koka;Oriental Instant Noodles Stir Fried Noodles;Singapore;3,75
Nissin;Raoh Rich Miso Flavor;Japan;5
HoMyeonDang;Premium Noodle House Pork & Seafood Flavor;South Korea;4
Nissin;Raoh Soy Sauce Taste;Japan;4
Deshome;Aloe Noodle With Spicy Soybean Sauce;Taiwan;4
Deshome;Black Eyed Bean Noodle Red Onion Sauce & Sesame Sauce;Taiwan;3,75
Deshome;Pollen Noodles Sesame Sauce & Soy Sauce;Taiwan;4,25
Deshome;Aloe Noodle With Basil Sauce;Taiwan;5
Deshome;Black Eyed Beans Noodle Vegetable Sauce & Sesame Sauce;Taiwan;3,75
Deshome;Aloe Noodle Red Onion & Sesame Sauce;Taiwan;5
Deshome;Black Eyed Beans Noodle Spicy Soybean Sauce & Sesame Sauce;Taiwan;3,75
Deshome;Aloe Noodle Vegetable Sauce;Taiwan;5
Deshome;Black Eyed Beans Noodle Basil Sauce & Sesame Sauce;Taiwan;3,5
Deshome;Aloe Noodle Sesame Sauce;Taiwan;3,25
Indomie;Mi Goreng Cabe Ijo;Indonesia;4,5
Nissin;GooTa Demi Hamburg-Men;Japan;4,75
Mr, Noodles;Noodles In A Cup Chicken Simulated Flavour;Canada;1,5
Vina Acecook;Hao Hao Mi Goreng Shrimp & Onion Flavour;Vietnam;3,5
Sawadee;Indian Curry Flavour;UK;3
MyKuali;Penang White Curry Noodle;Malaysia;5
Amianda;Tachia Dried Noodles - Peppery;Taiwan;3,75
Amianda;Hakka Flat Noodles - Fried Bean Sauce;Taiwan;4,25
Amianda;Dried Noodles - Spicy Sauerkraut;Taiwan;3,25
Amianda;Homely Dried Noodles - Original Flavor ;Taiwan;4
Amianda;Tachia Dried Noodles - Rou Zhou Meat Sauce;Taiwan;5
Amianda;Hakka Flat Noodles - Satay Sauce;Taiwan;4,5
Amianda;Thin Noodles - Sesame Oil;Taiwan;4,25
Amianda;Tachia Dried Noodles - Fried Shallot;Taiwan;3,25
Amianda;Tachia Noodles - Hot & Spicy Sauce;Taiwan;3,5
Amianda;Homely Dried Noodles - Sesame Pate;Taiwan;3,75
Tropicana Slim;Low Fat Noodles Hainan Chicken;Indonesia;3,75
Baltix;Instant Noodles With Beef Flavour Broth;Estonia;3,25
Baltix;Instant Noodles With Chicken Flavour Broth;Estonia;3,75
Eat & Go;Spicy Chicken Mi Instan Cup;Indonesia;4,25
Batchelors;Super Noodles Mild Mexican Chilli;UK;3
Myojo;Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor;Japan;5
Western Family;Instant Noodles Chicken Flavour;Canada;3,5
Nongshim;Doong Ji Authentic Korean Cold Noodles With Chili Sauce;South Korea;5
Nissin;Raoh Rich Soy Sauce With Roast Pork (2 Slices);Japan;4,5
Nissin;Demae Ramen Kimchi Flavour Instant Noodle With Soup Base;Hong Kong;3,5
Chencun;Spicy Beef;China;3,5
La Fonte;Spaghetti With Bolognese Sauce;Indonesia;4,25
GS25;Gonghwachun Jjajangmyun;South Korea;4,5
Golden Wheat;Korean Style Stew Beef Cooking Noodle;China;3,25
Mama;Oriental Style Instant Kua-Chap Clear Soup;Thailand;3,75
Samyang Foods;Samyang Ramyun (SK Version);South Korea;3,5
Maitri;Vegetarian Fried Noodles (Mie Goreng);Indonesia;4
Nissin;Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles;USA;3,75
Tokyo Noodle;Mini Instant Noodles Artificial Chicken Flavor;Japan;5
Thai Pavilion;spicy Pad Thai Instant Noodles & Sauce;USA;4,25
Mr, Noodles;Kimchi Bowl Noodles Oriental Noodle With Soup Base;Canada;2,75
Ko-Lee;Taste Sensation Instant Noodles Curry Flavour;UK;3,75
ABC;Selera Pedas Mi Rebus Hot Gulai Flavor;Indonesia;4,75
Sau Tao;Oat Noodle Sesame Oil Flavored;China;3,75
Nagao Noodle;Ramen Kamen Thasos Galle Pork Bone;Japan;4,25
Maruchan;Fresh Yaki-Soba Stir Fry Noodles With Seasoning Sauce Base;Japan;4,25
Samyang Foods;Ganjjampong;South Korea;4,25
Myojo;Japanese Style Noodles Shio Flavor;USA;5
GaGa;Mie Jepeng Goreng Rasa Ayam Lada Hitam;Indonesia;4
Campbell's;Hearty Noodles Chicken Flavour;Canada;2,75
Lucky Me!;Special Instant Pancit Bihon With Kalamansi;Philippines;3,25
Oyatsu;Baby Star Ramen Round Chikinmini;Japan;3,5
Nissin;Big Cup Noodles Habanero Lime Shrimp Flavor Ramen Noodle Soup;USA;3,5
Wei Lih;What’s That? Leisure Meatballs Chicken Flavor;Taiwan;3,75
Tesco;Everyday Value Spicy Curry Flavour Noodles;UK;1,5
Kamfen;E-Men Noodles Abalone Soup Flavor;Hong Kong;3,75
Hi-Myon;Katsuo Udon;South Korea;4
Indomie;Instant Noodle Beef & Lime Flavour;Indonesia;4,25
Nissin;Yakisoba;Japan;5
Koka;Oriental Style Instant Noodles Crab Flavour;Singapore;3,75
Tablemark;Downtown Ramen Shop Shoyu;Japan;4,75
Asian Thai Foods;Gaurav Chicken Seasoning;Nepal;3,75
Asian Thai Foods;Preeti Instant Noodles Veg Soup Base;Nepal;5
Asian Thai Foods;Joker Ready To Eat Noodles;Nepal;3,25
Asian Thai Foods;Miteri Instant Noodles Chicken Flavor;Nepal;4
Asian Thai Foods;Rumpum Vegetable Soup Base;Nepal;4,25
Asian Thai Foods;Krrish Instant Noodles Vegetable Curry Flavor;Nepal;3,5
Asian Thai Foods;Fatafat Chicken Flavor;Nepal;3,75
Asian Thai Foods;2pm Precooked Noodles Chicken Curry Delight;Nepal;3,5
Asian Thai Foods;Rumpum Chicken Soup Base;Nepal;3,5
Asian Thai Foods;Miteri Instant Noodles Vegetable Flavor;Nepal;3,5
Asian Thai Foods;Preeti Instant Noodles Chicken Soup Base;Nepal;3,5
Asian Thai Foods;Krrish Instant Noodles Chicken Flavor;Nepal;3,5
Asian Thai Foods;Fatafat Vegetable Flavor;Nepal;3,75
Sapporo Ichiban;Tomato & Basil Shio Ramen;Japan;4
Wu-Mu;Spicy Flavor Tomato Ramen;Taiwan;4
Golden Wheat;Korean Style Shrimp Flavour Cooking Noodle;China;3,5
Komforte Chockolates;Savory Ramen ;USA;5
Vifon;Oriental Style Instant Vermicelli Sour Crab Flavour Soup;Vietnam;3,75
Golden Wonder;The Nation's Noodle Beef & Tomato Flavour;UK;4,25
Nissin;Demae Iccho XO Sauce Seafood Flavour;Hong Kong;4
Peyang;Yakisoba;Japan;5
Samyang Foods;Chacharoni;South Korea;3,75
GaGa;100 Green Chilli Soto Flavour;Indonesia;3,75
Nissin;Chanpon Ramen;Japan;4,75
Chewy;Rice Vermicelli Spicy Beef With Chilli Flavour;China;3,25
Mr, Noodles;Bowl Chicken Simulated Flavour;Canada;2
Nissin;Chow Mein With Shrimp Chow Mein Noodles;USA;3,75
Unif;Man Han Feast Sichuan Chilli Eel Flavor;Taiwan;5
Kabuto Noodles;Miso Ramen;UK;3,75
Nissin;Donbei Curry Udon (West Japanese);Japan;3,25
Mr, Noodles;Noodles In A Cup Beef Simulated Flavour;Canada;1,75
Acecook;Jan Jan Yakisoba;Japan;3,75
Tiger Tiger;Traveller's Choice Indian Tikka Masala Flavour;UK;3
Koyo;Seaweed Ramen Made With Organic Noodles;USA;2,75
Pop Bihun;Spesial Goreng Special;Indonesia;3,5
Itomen;Crab Flavor Instant Ramen;Japan;4
Healtimie;Green Barley Noodle Milk Chicken Soup;Indonesia;4,25
Maruchan;Old Style Shio Ramen;Japan;3,5
ABC;Mi ABC Rasa Ayam Bawang (Onion Chicken);Indonesia;4
Nongshim;Shin Black Spicy Pot-au-feu Flavor Premium Noodle Soup;USA;5
Myojo;Chukazanmai Guangdong Style Ramen;Japan;4,25
Wei Lih;What’s That? Leisure Meatballs Spicy Chicken Flavor;Taiwan;3,75
Samyang Foods;Star Popeye Ramyun Snack;South Korea;4
Ko-Lee;Go Noodles Xtreme Hot & Spicy Flavour;UK;3,75
Paldo;Cheese Noodle;South Korea;5
Sapporo Ichiban;Pokemon Shoyu Ramen;Japan;3,5
Sainsbury's;Basics Instant Noodles Chicken Flavour;UK;3,25
Nissin;Sabor A Carne Sopa Instantánea Con Fideos;Colombia;3,75
Nongshim;Shin Ramyun Cup;South Korea;3,5
Chencun;Braised Pork Ribs;China;3
Acecook;Comet Mori Yukino Tan-tan men;Japan;5
Sanrio;Hello Kitty Hakata Shoyutonkotsu Ramen;Japan;3,75
GaGa;Seribu 1000 Goreng Spesial;Indonesia;4
Wu-Mu;Ramen With Simmered Pork Flavor;Taiwan;3,75
Nissin;Soba Curry Noodles With Japanese Yakisoba Sauce;Germany;3,75
Paldo;Namja Ramyun (US Version);South Korea;4
Sawadee;Instant Noodles Spicy Tomato Flavour;Malaysia;2,5
Nissin;Bowl Noodles Chicken Flavor;USA;3,5
Nissin;Cup Noodle Chilli Tomato;Japan;4,5
Samyang Foods;Maesaengyitangmyun Baked Noodle;South Korea;5
Mama;Instant Noodles Chicken Green Curry Flavour;Thailand;3,75
Men-Sunaoshi;Tonkotsu Ramen;Japan;3,75
A-Sha Dry Noodle;Instant Noodle Curry Flavour;Taiwan;4,25
Sugakiya Foods;Udon Miso Stew;Japan;3,25
GaGa;Mie Gepeng Kuah Rasa Soto Cabe Hijau;Indonesia;3,5
Nissin;Cup Noodles Sabor A Gallina;Colombia;3,5
Mama;Instant Noodles Pork Flavour With Black Pepper;Thailand;3,5
China Best;Frozen Satay Sauce Noodle;Taiwan;1
Nissin;UFO Yakisoba With Wasabi Mayonnaise;Japan;5
Golden Wheat;Korean Style Stew Prok Flavour Cooking Noodle;China;3,5
Batchelors;Super Noodles Chicken Mushroom Flavour;UK;3,25
A-Sha Dry Noodle;Hell Spicy Mala;Taiwan;4
Nissin;Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour;Hong Kong;3
Ruski;Instant Noodles Tom Yum Flavour;Thailand;3,5
Nan Jie Cun;Hot -Dry Instant Noodles Chilli Flavour;China;0,5
Eat & Go;Rendang Beef Flavour Fried Instant Noodle;Indonesia;5
GaGa;Mi Instan Cup Milk Chicken Soup;Indonesia;4,75
Batchelors;Super Low Fat Noodles Chilli Chicken Flavour;UK;1
Doll;Hello Kitty Dim Sum Noodle Japanese Curry Flavour;Hong Kong;3,5
Sau Tao;Ho Fan Beef Soup Flavored;China;3,75
Tokyo Noodle;Mini Instant Noodle Spicy Flavor;Japan;3,5
Nissin;Ultraman Instant Noodle Pork Flavour;Japan;3
ABC;Selera Pedas Hot Semur Chicken Flavour;Indonesia;4,5
Nissin;Soba Classic Noodles With Japanese Yakisoba Sauce;Germany;3,75
Sawadee;Instant Noodles Prawn Oriental Flavour;Malaysia;2,5
HoMyeonDang;Premium Noodle House Seafood Ramyun;South Korea;4
Nissin;Pan Asian Kitchen Sweet & Sour Chicken Flavor Ramen Noodles;USA;3,75
Master Kong;Artificial Braised Beef Flavor Instant Noodle;China;3,75
Mr, Noodles;Chicken Kimchi Oriental Style Noodles With Soup Base;Canada;0,5
Maruchan;Seimen Japanese Instant Ramen Noodles Shio Aji;Japan;3,75
Kumamoto;Tonkotsu Ramen MEGA Dragon;Japan;2,5
Saji;Sajimee Original Soto Soup Flavor;Malaysia;4
A-Sha Dry Noodle;Instant Noodle Shallot Flavor;Taiwan;3,75
GaGa;Mie Gepeng Kuah Rasa Ayam Bawang Pedas;Indonesia;3,25
Nissin;Sabor A Pollo Sopa Instantánea Con Fideos;Colombia;3,25
Sainsbury's;Barbecue Beef Flavour Instant Noodles;UK;2,75
Nissin;Demae Ramen Miso Tonkotsu Artificial Pork Flavor Ramen Noodle;Hong Kong;3,75
Emart;Dare You Habanero Ramyun;South Korea;3,25
Mama;Instant Noodles Creamy Tom Yum Minced Pork Flavour;Thailand;3,5
Sapporo Ichiban;Sesame Ramen;Japan;5
SuperMi;Rasa Ayam Spesial;Indonesia;4
Maggi;Big Kari Perencah (Big Curry Flavor) 2 Minute Noodles;Malaysia;4
Nissin;Donbei Kansai Soy Sauce Flavor Udon;Japan;3,75
Thai Pavilion;Garlic Chili Instant Rice Noodles & Sauce;USA;4
Nissin;Demae Rice Vermicelli Chicken Flavour Instant Rice Vermicelli With Soup Base;Hong Kong;1,75
Unif;Unif-100 Pickled Cayenne Flavor Beef Ramen;China;3,75
Sau Tao;Instant Noodle King Abalone & Chicken Flavoured;Hong Kong;3,5
Annie Chun's;Ramen House Chicken Vegetable Flavored Ramen;USA;4
Maruchan;I Want To Eat Ramen Pork Tonkotsu Flavor;Japan;4
Wu-Mu;Beef Flavour Tomato Ramen;Taiwan;4
Nissin;Sabor A Pollo Sopa Con Fideos;Colombia;2,75
Samyang Foods;三養라면 (Samyang Ramyun) (South Korean Version);South Korea;3,75
Mama;Instant Noodles Tom Saab Flavour;Thailand;3,5
Tesco;Instant Noodles Chow Mein Flavour;UK;2,25
Nissin;Chow Mein Teriyaki Chicken Flavor Chow Mein Noodles;USA;3,75
Four Seas;Sesame Oil Chicken Flavour Instant Noodle;Hong Kong;2,75
Thai Choice;Instant Noodles Shrimp Flavour;Thailand;3,25
Eat & Go;Curry Chicken Mi Instan Cup;Indonesia;4,25
ABC;Mi Goreng Spesial Special Fried Noodle;Indonesia;4
President;Mi Goreng Rasa Ayam Chicken Flavoured Fried Noodle;Indonesia;4,5
Eat & Go;Chicken Onion Mi Instan Cup;Indonesia;3,75
ABC;Mi Goreng Pangsit Fried Noodle With Dumpling;Indonesia;5
Eat & Go;Rasa Baso Sapi Meat Ball Mi Instan Cup;Indonesia;3,75
ABC;Mi Cup Rasa Kari Ayam Chicken Curry Flavour;Indonesia;3,75
Nissin;Cup Noodle Curry X Gunpla RX-78-2 Gundam;Japan;4,25
ABC;Selera Pedas Mi Goreng Cup Rasa Ayam Pedas Limau Hot Chicken Lemon Flavour;Indonesia;4,25
ABC;Rasa Ayam Bawang Chicken Onion Flavour;Indonesia;3,75
ABC;Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken;Indonesia;4
ABC;Mi Cup Rasa Soto Ayam Chicken Soto Flavour;Indonesia;3,75
Wu-Mu;Dried Noodle With Jah Jan Sauce;Taiwan;3,25
Chewy;Rice Vermicelli Scallop With XO Sauce Flavour;Hong Kong;2,5
Ko-Lee;Instant Noodles Taste Sensations Creamy Shrimp Tom Yum Flavour;UK;5
Prima Taste;Singapore Chilli Crab La Mian;Singapore;5
Samyang Foods;Baked Noodle Spicy Grilled Beef Ramyun;South Korea;3,5
Sainsbury's;Basics Instant Noodles Chicken Curry Flavour;UK;3,25
Wu-Mu;Shiitake Flavor Spinach Ramen;Taiwan;3,75
Wu-Mu;Ramen With Stewed Pork Flavor;Taiwan;4,5
Adabi;Mi Bandung Prawn Mee;Malaysia;4,25
Vifon;Mì Gà Tìm Chua Cay Hot & Sour Chicken Flavor Instant Noodles;Vietnam;2
Ottogi;Ppushu Ppushu Noodle Snack Bulgogi Flavor;South Korea;3,25
Ko-Lee;Instant Noodles Mixed Vegetable;UK;3,5
Deshome;Sun Dried Noodle Chlorella Powder Noodle With Curry Sauce;Taiwan;5
Tokachimen Koubou;Jet Black Sesame Oil Pork Tonkotsu;Japan;2,25
Koka;Purple Wheat Noodles Aglio Olio;Singapore;2,75
Nongshim;Oolongmen Kimchi Cup Noodle Soup Mix;South Korea;4
Thai Kitchen;Rice Noodle Cart Sweet Citrus Ginger;USA;4,25
Lucky Me!;Supreme Chow Mein Seafood Flavor Instant Stir-Fried Noodles;Philippines;3,25
Batchelors;Super Noodles Roast Beef & Onion Flavour;UK;3,25
Kimura;Kumamoto Tonkotsu Ramen;Japan;5
Sau Tao;QQ Scallop Seafood Vermicelli;Hong Kong;3,75
JML;Braised Beef Noodles;China;4
Nongshim;Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta;South Korea;4,5
A-One;Mì Ly Instant Noodles Mì Tôm Shrimp Flavor;Vietnam;3,25
Nissin;Cup Noodles Sabor A Carne Sopa Con Fideos;Colombia;3
Myojo;Prawn Noodles;Singapore;4,25
Thai Choice;Instant Noodles Chicken Flavour;Thailand;3
Wu-Mu;Steam Mushroom Flavor Ramen;Taiwan;3,25
Wu-Mu;Ramen With Pickled Mustard Flavor;Taiwan;3,5
GaGa;Mie Gepeng Kuah Rasa Ayam Lada Hitam;Indonesia;3,25
Good Tto Leu Foods;Lightning Beef Bone Tteokguk Rice Cake Soup;South Korea;4
Mr, Noodles;Noodles In A Cup Spicy Chicken Simulated Flavour;Canada;1
Samyang Foods;Red Nagasaki Jjampong;South Korea;5
Knorr;Quick Serve Macaroni Shrimp Broth;Hong Kong;3,25
Mama;Instant Noodles Yentafo Tom Yum Mohfai Flavour;Thailand;5
Western Family;Instant Noodles In A Cup Chicken Flavour;Canada;1,5
Nissin;Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour;Hong Kong;4,75
A-Sha Dry Noodle;Instant Noodle Original Flavor;Taiwan;3,75
Koka;Oriental Style Instant Noodles Tom Yam Flavour;Singapore;2,5
Nissin;Cup Noodle Cheese Curry;Japan;3,75
Nongshim;Soon Veggie Noodle Soup;South Korea;5
Yum Yum;Oriental Style Instant Noodles Seafood Flavour;Thailand;3,75
Thai Kitchen;Rice Noodle Cart Thai Peanut;USA;3
Pop Bihun;Spesial Rasa Soto Ayam;Indonesia;4
Maruchan;I Want To Eat Ramen Miso Flavor;Japan;3,75
Healtimie;Green Barley Noodle Vegetable Soup;Indonesia;3,25
Paldo;Korean Traditional Beef Gomtangmen;South Korea;5
Sainsbury's;Chicken Flavour Instant Noodles;UK;2,75
Ottogi;Japchae Vermicelli Noodle;South Korea;2,75
Ve Wong;Little Prince Brand Snack Noodles Original Flavor;Taiwan;2,5
Nissin;Spa Oh Tarako Spaghetti;Japan;4
Adabi;Mi Segera Kari Ayam Instant Noodles;Malaysia;4,25
Mama;Instant Noodles Cup Seafood Flavour;Thailand;3,75
Takamori Kosan;Fresh Chow Mein Noodles With Seasoning;Japan;3,75
Hi-Myon;Instant Noodle Udon Hot & Spicy;South Korea;4
Golden Wheat;Korean Style Mushroom Chicken Flavour Cooking Noodle;China;2
Ruski;Instant Noodles Stewed Beef Flavour;Thailand;3,5
Koka;Spicy Shrimp Tom Yam Flavour;Singapore;3,25
Mamee;Mi Segera SLLRRRP! Perencah Kari Xtra Pedas;Malaysia;3,75
Unif;Unif-100 Instant Noodles Artificial Tart Beef Flavor;China;3
A-Sha Dry Noodle;Hello Kitty La Wei (Spicy Flavor);Taiwan;3,75
Vifon;Oriental Style Instant Noodle Mi Ga Chicken Flavor;Vietnam;1,25
Sapporo Ichiban;Otafuku Okonomi Sauce Yakisoba;Japan;5
Indomie;Taste Of Asia Mi Kuah Rasa Tom Yum Ala Thailand;Indonesia;3,75
Sakura Noodle;Chikara Brand Udon Chicken Flavor;USA;3,75
Sakura Noodle;Chikara Brand Udon Oriental Flavor;USA;3,75
Sakura Noodle;Chikara Brand Udon Mushroom Flavor;USA;3,75
Sakura Noodle;Chikara Brand Udon Hot & Spicy Flavor;USA;4
Shirakiku;Fresh Chow Mein Noodles With Seasoning;USA;3,75
Sakura Noodle;Chikara Brand Udon Beef Flavor;USA;4,25
Batchelors;Super Noodles Peppered Steak Flavour;UK;1,5
Kin-Dee;Instant Rice Noodle Pad Thai;Thailand;3,75
Indomie;Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea;Indonesia;2,75
Plats Du Chef;Cuisine Adventures Chicken Pho Soup;Canada;5
Ah Lai;White Curry Noodle;Malaysia;4,5
Lotus Foods;Jade Pearl Rice Ramen;USA;3,25
Lotus Foods;Millet & Brown Rice Ramen;USA;4
Lotus Foods;Forbidden Rice Ramen;USA;2,25
Oyatsu;Baby Star Ramen Round Consomme Mini;Japan;3,75
Paldo;Bulnak Bokkummyun Spicy Fried Octopus Ramyun;South Korea;4
Mamee;Instant Vermicelli Tom Yam Flavour;Malaysia;3,75
Mamee;Mie Goreng Indonesia Original Flavour;Malaysia;4,5
Mamee;Chef Curry Laksa Flavour;Malaysia;5
Mamee;Monster Chicken Flavour Snack Noodles;Malaysia;4
Mamee;SLLRRRP! Kari Berapi;Malaysia;3,75
Mamee;Instant Noodles Vegetarian Flavour;Malaysia;3,75
Mamee;Chef Creamy Tom Yam Flavour;Malaysia;4,75
Mamee;Instant Vermicelli Chicken Flavour;Malaysia;3,25
Mamee;Chef Spicy Chicken Shiitake Flavour;Malaysia;3,25
Mamee;Mie Goreng Indonesia Spicy Sambal;Malaysia;5
Mamee;SLLRRRP! Asam Laksa;Malaysia;4
Mamee;Chef Curry Laksa Flavour;Malaysia;5
Mamee;Monster BBQ Flavour Snack Noodles;Malaysia;3,75
Mamee;Chef Creamy Tom Yam Flavour;Malaysia;5
Mamee;Instant Noodles Curry Flavour;Malaysia;3,5
Sau Tao;Instant Noodle King Won Ton Flavor;Hong Kong;2,75
Golden Wheat;Korean Style Stew Pork Flavour Noodle Soup;China;1,75
Four Seas;Seaweed Hot & Spicy Instant Noodle Mushroom & Beef Flavour;Hong Kong;3,5
Nongshim;Sir Long Tang Creamy Beef Noodle Soup;USA;4,25
Sawadee;Instant Noodles Vegetable & Mushroom Flavour;UK;1,5
Nissin;Soba Teriyaki Noodles With Japanese Yakisoba Sauce;Germany;3
A-Sha Dry Noodle;Hello Kitty Za Jiang (Soybean Sauce);Taiwan;3,25
Papa;Oriental Style Instant 'Kua-Chap';Thailand;3,25
Campbell's;Hearty Noodles Thai Flavour;Canada;0
Samyang Foods;Nagasaki Jjamppong;South Korea;3,75
Tesco;Everyday Value Beef & Tomato Flavour Noodles;UK;2
Tokyo Noodle;Spicy Garlic Ramen;Japan;3,25
Takamori Kosan;Spaghetti Napolitan;Japan;4
Takamori Kosan;Katsuo Dashi Udon;Japan;3,75
Takamori Kosan;Yaki-Udon Mild Spicy Sauce;Japan;4,25
Takamori Kosan;Yakisoba;Japan;5
Takamori Kosan;Shio Yakisoba;Japan;4
Takamori Kosan;Chanpon;Japan;3,75
Takamori Kosan;Curry Udon;Japan;5
Takamori Kosan;Hiyashi Chuka Lemon Sauce;Japan;4,75
Takamori Kosan;Futomen Yakisoba;Japan;4,75
Takamori Kosan;Hiyashi Udon Bonito Sauce;Japan;3
Takamori Kosan;Yaki-Udon Roast Soy Sauce;Japan;3,75
Takamori Kosan;Sukiyaki Style Noodle Stew;Japan;4,5
Takamori Kosan;Red Pepper 7 Garlic Peperoncino;Japan;4
Paldo;Barbecue Ramyun (Prototype);South Korea;3,75
Tiger Tiger;Traveller's Choice Thai Red Curry Flavour Instant Noodles;UK;1,75
Indomie;Mi Goreng Rasa Iga Penyet;Indonesia;4,75
Shan;Shoop Instant Noodles Chicken Flavour;Pakistan;3,5
Miracle Noodle;Miso Marvellous Soup;USA;4
